video_id,views,dislikes,likes,comment_count
R9kODgFr4Fg,39133,3,613,15
PExKBUqIq5c,22614,14,928,164
oXLYx1z0UJE,4139,10,48,0
GSCP2yg-v2g,2019235,3697,52997,9167
wqAmZme3VFQ,1045483,536,17969,5843
sfZs5nuiQDM,940921,769,5069,1063
Gnko_rYm4pk,312198,193,2945,1424
G61TOryL1SQ,292535,1921,13823,1070
bs8h3KYL6BQ,324705,1151,4099,834
9S1Gc1nSXd4,6606758,4558,83318,5539
tJoAYpurA6k,168193,611,4296,1612
bJ-wMCV05EI,43074,135,614,174
1ajLgKeGcpw,45708,76,3861,420
iz6l3gDpD74,636610,1359,14467,881
0RPRFjaBvr4,12817,25,104,100
qSx94UIEn0U,468561,1256,2667,2286
WKdt-UxuPxM,283545,698,24524,1452
wQaCzmJHAOw,5755,13,226,67
-aUcWb37Nkk,130404,118,7553,749
hNrSNrEVpkQ,1014468,1090,36852,2402
xRCZ35W5rxw,2754,0,43,13
z3GHqTGifpk,146141,99,1546,327
U6U2nz-8Xp4,6875,1,465,67
4akzAls_eEA,30470,17,131,31
3JtQ125dgf4,17055,7,283,109
RolwE1lXOq8,1778328,1207,24853,2746
daM03pRusMI,78889,29,1337,107
zrWL5se_VZ0,233208,1115,11586,2388
lAnjpaGDaEk,1158881,2079,109563,5577
pB6CKvhGTFg,106028,87,5113,338
ijjM7FbPjmo,62676,32,81,3
puMDiTHZgt4,170371,66,1226,162
qgcenfc6Qbc,659536,729,40381,6089
5odnJmBVc-E,192814,399,12295,1189
25Jrs5ciPEY,16204,10,95,10
i7clOX79J0U,474039,574,26138,4035
FJzoryFZ7gU,198993,114,547,93
j6484HyaMic,394732,292,3966,830
JT576V2NXE8,85365,100,2945,602
9_uOHwKTYik,6792,16,136,4
lqwRuzVx-Iw,168670,174,2403,315
flpr_CQV-mQ,1562972,1357,44818,16330
TTk8e_v7aBE,4748,20,168,151
Mmy2at0-oMc,11450,3,38,39
NnOC9BZA4mA,1615,0,225,35
h39fZdU7174,482999,402,16519,1978
2gmjuyxIcig,238892,187,23931,3003
F9gKXTSDDYE,34140,40,1933,390
iGuAt_VoEi0,68519,53,4583,1405
lCPsMawKJLQ,756386,311,28406,3216
Rg09HBOjqv4,105543,49,1433,286
Er1eh1D8p2o,901229,392,31896,670
aZYSFByDGkg,62418,44,4749,425
McY0bYDfAnM,1335139,3804,21044,2874
I7UrzvOhumA,34327,30,2816,579
vLCCS5JkUd8,48171,37,685,56
8YVNq21nl1A,231568,457,16716,1771
hPftq7ppMe8,3727,15,3,13
ZurW-Uc6Lc0,612048,499,23890,3225
2riPWoeN-ZY,373113,277,4545,2068
W7SXkV0Zuq0,4135,19,218,31
9YIXJQ3K9io,141269,31,672,206
FQ-0Ciz1qm4,47490,172,2231,1079
zW-ySwPaq4E,31513,28,71,50
oiwop-RqsYs,43022,43,4264,429
vUVVCQvRBt4,24722,85,24,30
pJXm1j8A_jY,19320,34,1058,202
f2cw3OU-vnE,12502,18,655,200
2X9eJF1nLiY,451309,523,17637,1946
eLt8zP6S9bw,142166,93,777,619
iiA6oANbPr0,28971,22,363,99
gZItyr1SNjU,12595519,2886,510643,50741
3Zkyphz_Fsc,132761,254,6541,527
w1zwGLBpULs,51610,1,553,34
H_haGRTvAqs,112513,55,279,147
IDodky4N6uM,350764,281,5378,791
Rp9q2Nwz5aU,78218,184,5042,612
7UPxQAvb6E0,5216,1,28,1
Q0a3wHGmvVs,23961,433,1489,404
682VjCdlKPA,21053,14,269,191
Ueaq7ywU4-k,1855,0,0,20
dasXOveQJ3Y,164014,48,2732,100
QyTg4vVkkks,802446,1277,6646,931
W8XZoXJpgHM,67426,40,423,401
SjbNhXOdotQ,121357,205,1449,399
EDKOZgjqVEk,8574,9,50,6
yExnhtgYqY8,17799,158,619,263
snFhuy-Dnm8,12807,5,33,0
MTJOLzY1POk,688900,462,9978,5485
I8eJ416yYVk,1114,5,155,0
9YpvzpckT_4,75329,74,4838,663
IKvMVS6Q9LA,32284,30,3173,229
Yn7TYpyjtHk,12966,6,105,28
hv2yjQBT3vI,267533,15541,40605,2520
5_-NKRVn7IQ,7676863,8889,180749,23497
PDJEh0_BE5c,5478,8,319,117
GITtR9DG27s,1696,1,9,0
SKE8YVPsgyQ,19789,14,1539,105
jOTjqXi0844,90912,69,463,121
CBvYcEZpMjY,14006,18,230,95
GucsPYIZLn4,104576,46,129,172
5E4ZBSInqUU,9995273,6477,295851,16425
ID7Y9Odl_Q0,21175,11,312,35
sp3-q9lg21Q,169352,98,829,229
R3jSBAQ-QoA,888070,339,137944,8840
fdHAP--6c9o,907996,332,15570,1909
mXrSIXmn77M,72111,121,5013,755
HGq1qyfyXdg,2522940,8540,35456,2138
DMT7EnJ_Kp8,400593,163,12801,1069
9LP5JxQPdfQ,2274,4,254,51
-ew7iObcQiU,4230,2,129,18
5IqFcfQq-9I,1174802,1310,72923,4142
neUrUaApAFA,222209,107,16814,1589
BIso7pvNon0,61230,94,436,54
NH-ACLhrQfQ,835082,7235,6364,2297
jXm3XPYH_UU,124670,59,396,48
APnxxXSOXOY,166293,162,14703,917
wL1KYDFxc_w,4196,8,122,24
DdomnGA4fsI,340399,593,18521,2434
62eV88JHhsc,392386,1687,21603,2058
A_-ZJ2cbnEk,331570,288,779,670
sciODVQP43w,344792,86,1215,97
oBW7D-aGI9U,18500,8,103,29
A6GPdezZSsE,4199,22,284,111
UeCCWFW3rE4,359358,991,3882,637
AuWYYKFMQ7c,237514,178,15606,276
HP3r_ncqCSc,62580,516,452,0
uUnK8hyRNJY,8758,30,329,208
JyGho1PD6oY,30157,32,337,91
RG9x-WDAEyo,4296,1,34,1
GyTdo_GnlMA,6869,8,263,40
HBzzB9Ra9b8,18347,7,751,187
yXqDYbnmBsU,3947386,5282,247661,62153
iTfJBkCxAVw,13277,17,70,0
z1p9ld-ulu8,193771,427,1026,1160
rJtteSPj__o,239271,226,4236,1863
HwCUPA4RJsI,4383,24,181,58
36YWdoe0DTY,7055,12,147,50
f0JuCp-KzbQ,155463,67,1465,318
DYPj5QGhz0E,50278,55,142,182
ShApMI8kjG0,11278,14,828,226
KkA1wYAdgJQ,11461,10,235,154
Q4FZi6_DUO8,152875,236,8289,386
g2MyotPRcXE,79124,64,3300,160
Vj_nCMoQxuI,39035,21,488,0
CiaoTcPpbDE,421341,240,5587,464
Z0N0q9hsdvY,81940,27,5647,786
LtvYXsuI0eU,1297548,592,15689,1385
kuGF_n-9W1g,199066,414,7988,1203
lT-wFK4SgJc,170744,57,3622,661
9s1O0xFUzo4,2463,1,108,0
0dBIkQ4Mz1M,3121392,4230,210644,19332
fy_2jpW1Pl8,19752,30,27,45
sTK0mCphvoQ,5119,8,819,127
Sn793tlSbs4,7796,8,21,2
k3tWCZu42PQ,7576,34,51,108
3xm_g3etnGA,1097351,733,6074,911
6PjFV5rfAVs,3603,0,0,0
PzIoCDKX4UE,72955,28,1547,157
VBM9hX86PNY,3459,6,352,126
4OVPnJEdQEI,7963,22,806,151
tRfd-_RF8Do,3803,10,191,130
lClaPXCsPBg,29509,8,200,5
ZUNOiNjDsc4,444478,400,18172,640
vN_ltBd6CAU,102464,34,2329,169
f2lGIE0If9Q,336144,139,1644,0
d08bvuzAEN8,221783,0,0,973
WXTNngJsBrI,463254,131,7412,660
dwDpSKDyKRU,521693,144,4239,0
tDZFMdgWpB0,18278,24,1685,137
Fz-oCMTLKp8,481868,1088,27355,1219
RR7H8w0UUQQ,2406,7,105,35
cv4VVgeTzFk,654630,462,4494,1092
scm8x05HyqI,9182,2,170,0
zE9tP6jSbgg,246271,302,32729,5093
rl3Lse6QYaM,549481,1847,5759,1197
BVfs8avQ7pU,548077,1089,20854,4714
ScRoe4yjAzU,448646,578,35259,10024
7zKYDXBM52g,4115,2,132,14
MkYiCWVpVec,100691,60,270,126
DmDbYeNBsL0,45100,16,752,0
bekwZo9HEHA,55706,31,1597,343
LtaK1xsy004,215396,205,1319,1085
8pAvJF6ukmo,6283,1,5,2
MgfWHYoOeVs,4727,8,470,76
gxz-OhTuo1M,82279,38,525,275
Xl_46-x6ROg,17226,27,1333,288
n98cbRXbyFs,570621,3124,22105,1399
4GZBn4_SfQQ,514107,17,1953,96
8Oz9ocSaY0k,254436,96,4331,446
S5_qmLa4Qj4,101524,91,2293,373
dWM-SGhdgOw,3082,4,209,150
2P_i-wQXQbY,125967,100,2054,212
mHFu8ME-rZU,71371,18,1306,274
uGa1zJiyJIw,15105,54,1182,217
L9fV7OdbpYI,64069,176,7628,434
LtPoeRBG5i4,266464,155,3256,241
Tc--A_gTcQI,10895,6,1187,201
wk290EkSfr4,31025,77,2879,336
qsH3W74KXCE,31474,26,88,14
PzMT1DMKLQE,5730,14,60,21
IfR678vjIBk,71882,64,6045,278
f0zz2ypFS78,157537,117,6474,850
PjxB4LmFDI8,5952,9,314,104
vw7CBup09Zg,40176,35,869,418
rt5eiCa-1qM,730167,928,51623,1619
JuvHVmmR9sc,18717,39,733,261
46TiqS5SSQw,1100175,644,6142,298
lUtDmoUptmg,55663,45,4299,391
ZcRm9osiGsk,480954,456,1070,985
GCBozXSQJJQ,5840,4,3,0
8qdb1mQ5fEI,33602,13,140,43
QIAu8YQ83BE,238274,716,18408,881
JJyFbuPW-Vo,33789,8,1178,30
72AgBpUM1p0,2229,7,307,43
1tQhDzX6c_A,876551,159,7839,550
pVdZIygLH10,845252,463,53750,4276
kqm9jlSBjHM,14326,3,1734,91
Lp5ecIeOfZg,78173,26,1381,428
0vCEh9FD8Nw,6101,11,237,48
IdAHJCARdho,335845,240,16381,631
d56-6-9jmSg,256125,175,429,58
kuckp5qr3dQ,108909,66,1053,341
UtQdWWGEH58,176045,306,600,172
HN1MQpCeZZc,34855,30,628,185
gnyO1KD2FxM,32498,74,2378,103
iPf_ifCKftc,802269,1342,43151,1571
rpkvqRhaoc4,210154,76,3648,558
2nNYzXYVYqM,3408,5,118,13
iSP-FUNZi5I,7174,5,32,2
kRb7L2z3oaY,12014,9,979,66
kkkN3QWD0vY,21693,32,1705,331
dPuULksBPcI,129466,258,656,279
ocK2UnGq_yw,370042,2142,7023,1031
v-rNukzcMcE,16786,10,66,4
K0u_kAWLJOA,2568366,1381,95646,11732
9J__PKDiMZw,43963,11,513,25
pj6k-EFxqAI,5012688,1924,165201,5596
QTHrWtkQ8U8,70574,19,60,38
JXFhD0cAYDY,11940,7,361,25
-S1eiCUQlvc,264549,238,8493,878
d_JSK9RFLEA,7647,1,39,35
x2SXc-mUJGY,519223,610,24901,2307
zmw1qUL-P1I,240862,177,2259,349
tHtnxluMXMw,2810951,3004,116202,4780
hsuMrvAUZqM,102746,102,643,141
31ZeCZixBE8,35322,6,387,4
pdFaLkmUrFg,56124,94,807,113
P16Lkw6ia6M,288171,1260,34635,1592
9-PFhjGUMsQ,50431,531,10011,6462
eEoAYuOtA-w,1938,0,97,8
rFGKNqQxKm8,5523,3,29,0
xVGRDPxlS7k,667214,1964,88492,7734
eA6uLMsl9w0,1202235,302,34913,2415
Bfvt3Rs6srI,4395,7,273,14
Zu31qMYMSVw,203171,269,8286,895
dxqmbhJ4GVs,20281,35,34,2
lQIlFngwg6c,126279,723,5997,799
uazI7Vgx5R8,5852,5,33,11
5HiuI5gHKfA,91797,78,5235,599
bOmI4uXhj5Y,145050,190,3853,456
w9rBtmKhNZ4,334789,132,7455,569
MlbzsgnWUaM,20775,20,761,63
FHInzj_B_8g,276217,192,15857,775
1tsaO3GQkLA,1262140,1523,11104,1629
wcq6BghOIlI,2105,14,324,5
U_uQQRVWOfo,5185,6,399,68
VQEevVitRug,14696,10,234,6
GN1lWxbVEK0,10917,10,1762,140
k4YVJkDqwVY,28345,10,2479,94
DtwnSrOJI6g,71940,17,384,6
AEyEDB-jyAg,3040,2,52,8
m5JWmB_Q-Yk,491376,632,3026,303
veE28d6WXVQ,47038,28,88,68
CH3aAnw7XeU,656029,613,17070,2449
l_mXqPO7N-I,94051,17,57,33
TPg-N9NPH2Y,4681,123,387,95
yFt6wpGd7PM,735851,1274,4056,661
nT0n2yMAblw,17652,16,248,6
D-XpxpSlWuo,27574,42,1888,146
HH82aNIsPBI,2036,0,0,4
DOD1gP9W7KU,299029,672,356,101
PtXwS40iaNs,2327128,2034,132796,7681
KKwmGuQaMfo,256461,123,12711,1484
nwglGNEBMrI,55336,54,1332,308
EfhdU_xBSwI,777277,1308,3838,623
otMtDZTHTu8,4291,2,104,7
HjoJqZDjxgI,963680,736,10220,2013
jaEns2smdck,400839,395,2496,2845
hdkT4ewLTUI,942770,358,18329,2058
Xfc0bpMO3mg,8117,5,106,28
UByxe6u6orY,10333,15,765,93
YpX2oVznhGA,11185,21,560,29
8ouGZV7oKlE,91365,96,3388,230
BJS9ihYnjXM,118503,150,5759,285
m049gfWofoA,9464,57,749,222
yVU1MzQWcuI,6559,9,417,31
MIqtr8lrq0Q,4425,5,553,69
-VdpbGbpDQc,293653,169,1876,583
nZXiqf8z8Ak,575259,574,37849,1856
JLwj3HMK6kA,4231,1,5,1
jZ4H76t1tOc,2911,13,43,28
zpizjRTjrGM,13159,29,403,84
IjFUDIWCX0I,5152,0,0,0
RNPgwrOw0V4,5173,3,92,7
rzWmj8xlGmM,4535,9,423,107
zua6LrorWq4,3764,0,21,0
BQYyGv5MRCY,349654,256,23318,1078
f22A1amWmYk,160031,340,9665,485
aC2FsJECyDQ,260410,68,5156,515
NaTiimr1R2I,13297,3,1742,149
OKWkxX6gWuE,630611,939,54893,4076
WLWq2leI7aI,2007,4,117,53
FJcvCV_C9NU,36971,52,86,36
RIWfUt2p9vI,37850,77,4403,1044
FigGN6fGdZo,83840,322,1509,470
lnFaRuWOLN0,1632658,1655,113655,3000
9oNI5TdzKtQ,103872,108,1172,406
BWRggGczdQg,96588,120,6128,965
Pa22ZqNEqLs,1442856,4288,168372,17650
o8b5EnnbRLw,714284,744,15350,5160
CLCuhQ2qo8s,41799,41,5957,717
vOfOFkt_W50,2510662,1131,80728,12316
SMd1D5gkbEQ,6154,2,106,3
fHWaKx5MnNc,987847,317,23889,815
csGY_N6ExeM,2899,1,516,182
Bm8mf7WICik,5999,0,530,85
EIYBvOeyf-4,58490,17,1343,59
5XTbQ7NERhY,304786,229,47065,3968
1PBwjM48dD0,125912,143,882,480
cLvJUsAfMuE,1005556,440,26451,902
UthUfzYtdd8,5767,5,501,23
adQBFqyqejY,243682,865,13805,1360
Anp-uvrjl68,3230,0,31,7
8ZA5Ie-LWHg,32024,0,0,0
lzgQrHFDNLE,177648,786,6932,697
uF3US-NagOI,360294,52,1435,284
_istD_K9I9A,2447,0,0,53
eBJt-oTomGg,332251,1283,5546,1377
S75Lk0EgKRE,39226,18,2083,106
CeCgsmTjHjk,4789480,6004,292738,22702
vW4rpQ-rfHA,110845,69,9715,302
JdrdNQfZoqs,4767,1,90,4
2FmJMIhWqmQ,1010257,814,20644,5990
xPF8iCAPQuY,57725,66,289,196
TG0Zm5T_PsE,131379,270,2116,1311
SyraXMriIXk,78909,123,537,144
I7FyBinFSrA,2777,1,23,0
7minlULFaFI,670683,342,21666,1413
AGWYuO0qCMY,336473,916,23721,1478
Y1pe6O2WH4A,5901,1,104,11
FM7x2VByEfk,2734126,1610,285714,23241
Bf0JZI6TKVA,11106,3,172,11
wgAT4SJdn2M,141592,172,7238,674
IW43mTH-cwU,17937,19,71,2
e6hBdSuZQtE,16848,7,680,19
sjgjs-9eAEI,524829,1334,1402,818
o8poxUE5UZg,92459,47,3019,209
6YPUQY2qgNw,24197,26,1376,77
AXN0_eEo5-g,277600,403,16620,2188
FpUrYLGq8wE,864663,1571,40733,113
DRHQLsBl6kk,442456,1306,1809,916
baFnbdoXCWs,7038,6,1000,142
BiaOf5vQJzk,62287,35,2778,203
UqItlHUSN-4,4858143,4150,132541,12388
0Y9aV8SeB_Q,6204,2,529,120
6JqNitREfPk,2952,10,25,7
Yt-hMdY9ZJg,409751,562,9904,3069
14IAFazdirc,170020,216,1648,438
UQy27QxJzfg,16200,5,37,0
6AuZdomkS7U,8285,13,673,152
b5lVvfyOPjM,531816,292,20846,2013
VQ69slFnNFo,1408,1,41,4
OJfOsoUYPts,1206662,1895,47066,8290
oidnwPIeqsI,433320,219,12507,1415
XgbFJUpbk8A,169684,277,1680,688
gS0Wr3dGt3I,15788,19,698,284
_kjA-I2V0bE,1262284,756,40380,2478
Qfl0nfxskgk,9558,9,348,20
47_BVBakJqY,153824,83,7841,1351
Ed-bV7wvqDo,111776,0,0,0
yvNPutCmQEo,10911,12,968,104
bJ5kWi6dq8A,100976,116,401,237
vUxpKtjFV_s,3420317,2754,16085,1065
A5EbDFPAU88,109155,101,6356,368
s-N371Qb6y0,333939,2522,11869,1232
9H6zTiYda5s,81484,37,3378,587
Vyw3Nl8LbFg,212211,518,2739,3380
YrVTJd6mvpE,354807,158,6326,326
wd_kzm01gcI,13407,11,1616,249
XRI07X_6Q-A,1746823,822,13840,221
96-f5698sQs,7357,5,15,2
069D0NmW39o,1155622,883,16060,1100
HY7JThgnjB0,1603,2,28,13
TRFYMK-nNGU,1117874,19722,146209,25374
rouu2qImDdw,288975,189,7621,278
oEqvJIKXAvk,211161,9701,14484,5219
srsvEt9LKeY,129476,115,684,57
RhmCvrEzWRw,6579,3,97,24
FNhtPcHK_xo,278798,261,13653,418
GSZyDndTCS4,815973,590,5626,2263
GtHKphsYeEM,5390,0,0,91
OhCXDC3lYsI,16631,54,292,337
z2G3R-nT6Vw,410484,229,2786,312
dTpXpgAR8r8,21026,49,600,201
M9_v39H3EJc,3646,0,0,0
5oKCFofByhc,97252,30,4372,279
_3VZEGPiLPU,666586,318,6490,1353
3KmKnl7RZlo,123753,21,1842,122
GxY2ddWe0Y0,6100,3,370,14
0xg7vpm7AbE,441305,1024,36395,2424
0y0FPoaapG4,532505,658,32753,962
zxLwUZLrg9Y,5251,12,384,59
2BQ_9u4D5co,5070,8,122,17
5WvZiS7zSNM,9036,3,830,36
iVy17jx770U,409256,454,10218,3071
dCKpDelMzGw,24864,38,198,27
vQRceQ0NgMQ,6011,13,558,119
bYSRPuDEnTg,5981739,13025,474828,27878
RFV7MQ_BBB4,24284,53,669,14
Qsur4kxI9wQ,136308,0,0,869
Gn1QNBI4Jsc,43036,28,280,59
1kT9erRLN-4,20235,13,948,240
isV79Az8n3A,166429,258,1615,582
06K7TaXuDWQ,3614,0,60,17
QZzAVawbF7s,511883,506,13502,1422
q7Emag-usRg,387499,353,1358,1138
Wo9khKTH1FY,43185,15,201,47
9tjSk05-kaY,71268,17,230,111
O65MvYOKkQQ,387364,413,10369,934
BjkPJWH4av4,351548,319,5767,90
mSgDg1oiOCs,56894,42,5440,1038
ijnp0bn0u6o,464038,954,12243,3032
gS73xyRW_2E,8167,0,21,7
Y0dWJtrirvw,169329,32,92,93
086531eFypA,6928,11,376,119
yjsKTAsjRIo,410008,292,26137,666
p7xnFNgJhwM,21419,12,1346,122
sBpJwiWD0-s,9308,11,546,87
460j_Cd0LX8,156146,1512,7539,1407
wYeMe6_ISKc,2613120,3954,80297,2435
CcJULVdskTM,8360,9,432,75
BqKHYDUod9A,201027,125,3361,150
INDwMeJ662U,316119,130,4004,291
N_FNpJbGeYA,119872,76,1222,507
E5DXE6SEe3g,5428,26,449,245
TNRrY8m71u4,169120,77,4496,750
CIqv1WREFy0,163816,105,7855,409
hPmBSTgBmes,133030,777,7281,571
WnSVLUP-WJc,149467,108,1309,294
w-XurFp-UwA,54866,38,312,30
HkxVlOGCtjc,2821,3,244,57
QWxlR_d5jHw,41038,30,2585,116
NjEY5C-EPWY,54555,183,3271,243
jsoZiKUcV7M,3330,6,202,46
0IbvQB1F28U,1075854,3166,19376,1748
uexk7jWXYmU,6503316,1804,278072,17767
wBfGDhs8g6U,100270,113,2508,638
MrSSUdZ-_1U,11688,53,1408,0
LJsbf7KNVCA,17584,7,50,45
prIDo-4C1H8,1780,3,11,1
Oa9c9JBBGxM,50637,4,725,323
l07qUuF2LTM,21789,54,196,178
CoS4RmuzYjY,187877,103,12733,776
RWb_3XLP4mI,6142,3,375,155
A54jfVwy0gw,59003,160,9380,1137
rKjnL8RQ768,478349,797,26802,1282
1-E2glVC_0I,24015,15,1788,128
VaGYUhKDtVM,1663048,1240,130427,4751
9fkjrHVsyRw,267058,154,7302,757
8jN7iVlo2Ow,25252,6,49,7
o7iL2KzDh38,10470459,4510,321211,14879
oX8OQAVi7W8,11390,9,39,4
-wWKpCktsTg,9742,42,24,17
wg0couCqPuA,239467,250,942,124
-4jPuV5D8aA,105168,53,548,36
dJuDnrpnmUc,195869,650,6064,483
bc84jL1p56M,16385,73,848,136
u8jnDqkQS3Y,204347,96,5867,298
HoHpf_3Y6zs,34123,27,1451,179
Kw0ih4jPOBo,708116,593,8244,514
bQ_yEEY-4Do,214064,239,3177,633
y5ATVJVX3Mk,170477,263,8307,501
Fj5COGmT1Yc,12652,32,478,94
OWl4yaAZLAg,7026,5,164,8
hribfNQIEgM,32146,62,1755,366
6PnVkYYKsM0,5722,8,24,22
JbBFOxeFqoU,4749,4,190,41
01IX76lwxlI,4991,4,42,23
L5e_favPleI,47020,14,469,88
Efa9BH-uvXM,161123,135,1063,141
hgNfJ2YtBxg,470142,557,1628,318
4iN6uiOsCr0,96082,42,5724,3117
vaIN1OLd6kQ,186280,88,4761,668
f-m-TVB9qEY,251502,241,3280,1137
XUnbGwtkVTM,1269100,1025,9312,2235
ia_NWRMgoAA,16860,11,448,44
5xTxiVH_xV0,27812,20,56,17
cidSEXW_Lr8,8569,11,734,26
jhQI4w1eV80,118632,3649,1611,4090
7S9HsRzfSrw,237396,68,12808,704
lf6_uWEqAsk,14052,47,537,388
YS4G5Z1C0C8,170517,185,10747,6103
YINoc51BbB0,3407345,2518,26882,1793
5atVDycaXWM,3715225,4375,326492,26962
IWQzDzIFtQ0,67284,472,4866,267
W65zSSENRhU,339185,131,4189,0
uWiydJH9x5U,27330,23,46,22
pxYxtuT2aEg,670012,610,9401,3197
qSKOPBVkpJk,2509978,905,49067,1690
pjdahObflIA,2883,18,101,22
2G3sVOThuqY,340767,155,4398,305
GyllYZmZQ1o,17671,12,82,30
iHy7LvL68bw,180097,283,1720,132
ndzranqrJro,1217773,2675,46933,3585
ySoE6wsRNrQ,136319,138,821,344
0uJUW24505E,4838733,1748,88297,5540
Ej-2w-k9ITw,40757,71,1102,94
pPY119B23zU,199679,221,1652,502
LGd6iATokwA,1577,5,93,16
DlR437Pltbs,463426,247,20944,914
k8KTKunBYlY,3788,2,366,24
F-4z1ZZbqQc,40906,65,238,46
4ia70nI2ti8,115489,152,4119,0
c7gO55FhKUQ,332751,206,20322,984
V4gQV_89_gM,139583,87,1150,192
FrwDeMpLaRY,19176,110,1366,11
-yBEwe-euPE,82610,97,2815,186
SQ6vSSyhhXE,58479,27,1339,126
nWzHaRM8jeo,669004,779,12165,804
5wVnr3cahQg,45160,86,3601,585
YUzOxNTAuUY,335602,245,2483,617
sTfUSq8-9Jw,1132624,482,38124,1333
3LjD0Jb0Tjs,212389,5616,9257,5963
FAb_4GRf4-Y,650758,463,17503,2437
jHyATgMP8aE,6156,5,69,2
bjWQeHPZUyE,95278,147,1949,518
gZfp6lpJ46I,6013,9,270,32
NjYAuT9eI7M,394018,575,23753,1748
d9h_qtOoFnA,267761,165,22921,1801
e_tPqpBnjOU,3376,1,199,54
tyBxxMCmmo0,105118,393,17660,1677
ezCbMZSwcFU,51625,255,978,236
faep6jngZ_Y,15847,13,1536,71
pgEIm3Oqjh8,27061,0,0,0
G8gJ4RTBxcg,465893,14,111,59
BKn9wBBQ6CA,5733,14,309,14
LU6xDgpnIyM,4605055,3622,496499,81051
7NcVNt7zQJM,149801,127,5575,320
kzY5Eah3DYM,816880,322,16047,1385
lcNWVfKo0P4,19936,56,574,105
70o8vaqRY1M,317831,425,4121,531
iZyO31frTJA,142457,96,1931,298
9OUsrUi9r_Y,80891,685,3733,1565
6BJokXg8eLE,732802,943,28838,6820
_M0QVN_vuF8,99382,115,3711,201
kN6Diuq3lF8,1090412,819,5818,970
w0dvx5QGekU,170327,134,1501,2154
-CekarclM3U,111869,82,350,90
bUspY_IfSrE,2188,3,282,40
ByIfLp_Dqes,32442,13,2949,197
MX4ytwP0b6o,764865,218,6703,622
EVp1Y5eyg5M,26265,26,480,106
iAWiGgIw3kQ,4696,20,450,188
wSkefvjC6KA,339261,348,3024,343
Rcq1lY9zAjk,9711,13,443,28
C-1Ng-GqA5w,407572,229,1957,645
9E2AiJkuTOY,43745,30,653,233
GveWDLBmc8Y,97217,87,1271,85
fS0J6WTSZQo,7608,15,469,74
vwVJhk4zgII,3914,10,302,57
iiLigAOPbFk,182006,232,776,51
4NR-zvFrxdY,261434,150,2206,392
0R0n0qCq0g8,245115,128,883,202
_r_JPFowb8Y,360269,451,1930,713
tx6hcX7BpC4,133157,209,2793,501
WXHP97jt25A,82332,84,4890,575
P_PQytGqKww,14439,33,1174,302
qCC22ET3Bd8,268810,1716,24607,1727
MB5LAU5z9gk,99466,50,5578,618
sy46_nRQZ0Q,257199,237,260,71
dsu3aHQLkB0,56983,15,302,2
1V7ALiqUpfY,7068,9,409,195
J5HT7ER4w_Q,572615,867,2689,362
xDiHjX_CvjQ,206364,705,3654,1093
FsnYzwQm3gM,15484992,7470,104253,7543
jLyfdZdc_Pw,38718,93,8229,444
5PX0QlMO-Ks,286520,200,1249,190
NhqqCOMqEyM,10078,7,748,41
puREqwXzyCI,233540,1028,13212,1846
QDxyp_vXHyY,16858,3,433,152
FntZKz9fXp8,433532,623,9264,3999
84y87Sji_3g,989752,314,8596,1279
Nz98j79iBqI,42127,76,1987,0
N5kPwvSPBrM,46386,55,214,26
DeNSakevKD4,2885114,1501,11587,2210
Qr97PzD2QMQ,4952,0,0,0
wkPyjgPF5GY,35847,73,1297,526
bJNnsAmNoUc,104674,157,1789,127
s47fQDnpy-c,17292,62,80,0
TyI_u0WKnkQ,123281,261,4346,1640
wGRL0O15xP4,124756,66,1472,0
uTsTN_pz8C4,16188,59,611,30
mUHSQvKx3Ms,71425,535,18333,1994
9kPTnZ2WxXY,5853,12,374,56
YpTJXflann8,130393,81,9564,773
IvgHrLDuS90,1694314,685,25988,1624
0P2ior2KpGI,57684,58,985,269
fjMXoE0Q4JM,19196,2,7,3
GZfpOwH4BUk,3280,7,493,61
JGIz3nKEkYA,54183,257,3350,1071
JDgc1UeNsx0,3665,6,299,59
2GQc3FkXDa4,101198,187,7526,1107
bdC2cRSHK30,238650,0,0,0
GWH5vyi3lTk,235291,328,7035,451
QCEkLYxoJyo,8957,14,103,0
L-x753L0Wa0,294684,557,6225,435
OVHxWqsNbxY,151483,1486,3883,2459
vLS2bkRWY0c,17762,8,2031,1408
JKD6l_lxW9s,5709,1,40,3
c-HeHcGsSyU,572593,1895,11061,1647
Hpyilnc0X68,57102,305,3414,605
9LfRSms5D5Y,237736,148,720,1645
zRNTHHa0vrE,885031,850,68638,1174
3I49_goRLDU,156205,54,2786,442
28_tNFnMrTk,84369,30,5854,931
FHZktpgVW7w,957937,2767,31405,3867
BSHh0MmJM1U,330955,115,14961,956
am75Z2WvqGM,6595,0,110,4
hjTTBpH0sFM,294438,233,2850,700
8mwsBxQYrYk,14672,293,2006,1684
Qkp7AnqKtpc,30099,226,7217,974
84XbqptJD9k,341551,583,5298,527
KnoMPj9BTeU,35136,60,3069,1204
eFofQ7ePl0A,71186,86,2998,232
1t-TEcj3hdE,20718,0,0,21
arKH5fwDN3s,16184,40,1283,94
oX-JiX7rugE,31031,97,4057,249
kuGTOmUUudw,4890,3,72,18
V7JDUXc35WY,166216,207,1320,1298
gbHO7a1dJ4I,43864,30,4350,301
yLyLVqCnTk4,37509,53,1047,200
