video_id,views,dislikes,likes,comment_count
HH3J-sSf6RI,514673,445,28342,2947
atWtmhd7HZ4,226415,194,4781,738
zT-rfqqa7Do,3789,7,384,18
ExRRS2c3J6Q,9495,11,273,38
nrI_Lpy6kzA,1361869,1255,100796,3514
xriV060D6nE,17246,11,245,61
Tq8WGlcvFUw,3598,0,104,4
cqLWFhQTYms,135453,91,6454,2410
utc03ZHOzFM,87059,158,7056,796
fiErkaNjBwk,4497,4,113,16
lFfzh_iG1YU,6024,0,4,0
SrWk72Bjlp0,105133,39,644,232
BgoNpJD-_Bk,81814,238,1887,22
a7UvrElPUc0,1997799,2829,19922,2908
t4LzQKGGOv8,25436,20,88,16
rynT6gpywWU,12205,6,247,37
Teg_TxzApps,97756,30,1614,80
qJUo5l2xaMk,2408822,4986,26957,13073
kgO3TbjFiuY,114555,22,4126,273
8Y8nNeb3SOA,173291,422,15356,2356
ryr75N0nki0,23464557,38972,747059,63767
4IPZYs5_AhY,995704,209,3295,875
rcFgcSx7YR0,58072,89,882,357
NM1RbSWarLw,18127,14,810,45
IfX_MMSzDXs,172466,266,2945,669
E1QoJUN8uWA,2809,2,205,7
0WksV5dmlDs,840554,1259,55989,713
pqJCMXTNKT8,715399,1027,28951,1208
UHow6jmFJek,284859,281,10118,1015
z5wiZRlV9I4,2702889,1272,12341,7022
nIz1liFQEhY,6174,2,279,2
DPPZ2YnqyOI,51658,37,5591,440
mtfIMC3DO1Q,3286,1,413,29
Wu9SyZK_bVQ,73466,51,949,354
jKk6EJ7RXfc,120941,71,1070,110
hW9ScsV6QJ0,249109,111,14207,619
yH6hocFp-yI,252538,207,4521,1078
VYNwaEylMzg,20260,22,1844,173
oKVxH5nYLjI,5739,5,160,45
hNGOhlnSes4,55454,46,850,286
iIfM6gR3wJc,33631,57,368,77
l1oLMkrKh9U,1123353,930,6324,763
oyQrcmALIEc,18321,12,353,39
M3wLw0agQic,15938,2,1393,93
_saFzCEok2g,10166,8,71,22
Y_VQkw9MJA4,4442,3,46,7
VytuMwew3-Y,33100,9,852,29
8peCPKogv2g,100349,78,536,0
vSKEcHoouyA,770609,1641,8624,3511
rugoBphAaIE,240325,372,580,340
rs2RlZQVXBU,4100819,6707,119383,12866
m8gWCDzdJCU,39914,56,258,41
6-vuvb9FcfM,2780,0,0,0
OHFpFqaJlB4,131921,246,566,440
Pjs3teTgnWU,207280,113,1040,299
wc1kqwx7JU4,20687,38,345,175
nCwHHLfxA7g,2387617,3746,70807,2838
C7lMZ4NVAO8,77472,19,100,139
-Q5pHm2Cfq4,117973,51,647,56
HdI9UogTgWc,11659,17,678,50
cQL2EWWW60k,3055,5,234,125
JaNmH8A-4NM,1057014,692,18934,2157
ZuiutGVyN_k,87675,88,15374,1163
o_6d80Z4hpo,67388,47,495,108
AobM0AYcQYU,4423,5,258,54
hwx2n-Rf0f8,63208,45,3728,491
w7HJZPlJn_U,113584,32,1905,101
aZFdB48Nvrs,151552,104,2194,854
WrIwORjRyY0,246790,219,872,335
9KoAESKcyLg,82729,41,7576,454
iKWTGNStyUs,36612,19,451,385
6d8MalutdTU,8620,6,34,7
jDcj-WHxaTo,437785,992,8135,2863
kQQZ2hje42E,107158,600,411,361
QzT0lJPLbdQ,374226,233,7155,1493
Nct8geTaAcw,684803,784,31114,6134
260mj1dmJhU,546964,1014,4573,1064
Cf-PEPKrIAA,6330380,7227,20744,0
2tCRk_iBMUE,112740,105,857,268
--mmyQlx91I,245146,29,1835,100
IXJhN4cOVM0,84968,400,1396,961
jWl5UmTHh8w,458880,1298,30084,5895
drMmPPAvbS0,13990,26,248,103
gWyS_yA5soM,5227,7,378,37
oK9lPUXVMBU,4327,2,73,2
mN_KrjHGUVg,21581,8,79,19
DTErM4uuPdc,300715,118,9789,837
L4_7dpO6LY8,2834,4,24,2
AhdFyaSDHv4,4370,1,382,48
k7CoaLNXdbk,15599,172,295,145
22iCU_bsApA,582629,302,6912,2161
Y-Js0HuWzZE,10257,29,46,68
omczdd9JoQo,278454,133,7620,2319
r1LfYOle-zg,6340,7,425,57
OKJSWaGDMXA,485805,123,15392,1156
S67m_CPzQUA,6108,10,364,37
g4ZnUQ95iOU,27956,25,133,213
_mHAyf9ttkg,3994,6,99,4
Sk2Q-r-UShA,2372,5,145,11
ngpGwE_k5E8,342021,266,28761,2380
yNBSvyDyot0,400704,264,16673,189
_bcU9Rw1Xhg,26235,13,1984,131
ElUsDtIks0A,23742,67,2795,582
_UunWHuan3E,442761,613,26463,1320
kTUf7TppU0k,10204,24,421,97
BqfT9dkrN0s,1125570,331,43615,6506
MCH0XfFIVSI,6480,6,54,33
bCwFLDrQIvE,13874,31,1178,197
9eZI-kXlePs,85331,73,515,83
6Iv_tV5VFMs,591282,252,3148,260
Lq4JLPByOwE,16356,8,449,134
Ky4ZBcUDvK4,3518,12,47,23
5-AA_dadrk4,3549,2,464,81
DKMC6HViGTM,57516,49,1471,112
uMlrUcFJ0kQ,4053,11,295,150
P-D0xRZE3tc,822874,907,43005,2840
yi9z3SFFq0U,507623,753,5296,1733
WTIoxtyG9VA,61108,36,2956,242
8AR0JW6Sn9k,178447,266,17203,1060
rgxZb7aBz48,3027,2,43,5
cJHgTYeXDQQ,159452,238,11154,770
oNqzntL2vOk,16331,13,1032,80
pZCnpH_4jyg,182960,111,3604,253
88qeUDD9Vv0,945446,1985,25255,3034
l8dCpQdUtNE,52021,16,454,17
psnbQ_sF-yE,4030247,11225,151414,8236
1LJIzZg7DeQ,11760,7,62,3
QEZxdt3Vb6I,557480,3329,49025,3111
xzs3knMeFug,9824,39,838,165
WywY79twjV4,183741,131,14056,382
bvzVZ7V1FVc,73459,70,520,369
JMD7yQEk4HA,18934,6,192,0
RLxUXr2oFcc,315326,156,1234,250
uhOMmPXtP8I,140749,187,1812,773
pSxCP4ajP38,6357,11,170,29
6qJmuSCatMQ,23653,0,0,0
SOmrVKJ_-TU,17839,45,239,59
5qRjpQrtbvA,104114,790,2609,822
2Ep6T3PTmWk,6609,47,837,394
2z3EUY1aXdY,14251760,54005,169320,31899
DnYpqBL3U8M,1765,0,228,9
3xH4u0NLuk4,387681,173,6175,2275
FYIT_GiOpoY,4206,7,340,29
xALKNX6PA_0,180453,63,1434,217
_5YAFKqwT68,8376,4,51,3
P-MQBhBwvgM,71075,211,602,59
NZxVghfY6dk,664762,1786,5917,1887
TljKUPSmL58,6346,22,596,44
19rCjwCRnDM,130150,78,2402,382
rjIsrpAg3JE,404313,1578,10499,4276
aBQDFQwfX2w,25393,217,349,127
b_soLpLtogQ,17341,0,0,0
fMUrohpEI7M,8345,22,566,194
-sJeY9EsCHY,433153,133,28930,12159
wFv9sMfMlSA,103238,690,2316,437
pIutMPXqswc,134555,90,3988,82
pC54hdeu2dA,6558,3,48,1
Jk7tfs46pQ8,358063,491,3426,330
nj7Bqh3lci4,158627,142,1165,59
Dmx5UBWUUf8,90331,182,2743,215
mgWs2BhJg88,11810,7,126,29
4dGFi6cJNzw,6706,9,159,17
k4HhTFhOz3g,15298,2,2170,144
XrUm4ufEKzk,23643,54,2047,537
08cZf0dqG5A,8715,16,41,0
uui3jdrph5Q,26243,4,29,0
ayOi5ZW-kgU,12963,4,367,62
Nnw0sNmbH70,35910,181,1500,413
ZT1VoPsHkg4,43065,14,1446,86
eL2Zzm4oL4k,20483,20,99,34
SWBnVQ-gAb8,278267,418,19092,1562
duZTo0A1CAk,9937,3,28,0
tQEbrX__p0Y,12016,2,113,3
ids5Uc3o5PU,118559,743,7270,392
uaLwpoULKRY,333783,103,22738,1134
lKe5_E48sCs,60557,49,124,131
_GuyKCLrJqk,259590,46,3924,981
K6IsAXZPk9E,15754,7,732,125
1xTvkHvATO0,10416,7,112,7
L6Rr2MCEnQg,45793,0,0,0
g0MvfgZNsI8,54733,88,3076,367
_3NeHPOuqDw,4536,6,125,48
umY7ZWLiB0s,60995,75,368,71
pqLZd9aHeDU,14809,47,701,61
d21QfUhRd9E,655026,512,13050,894
qy9I7sSrpxg,83597,325,4444,832
pThCS2L-QFU,46801,152,3010,425
WZLibj57GOU,4731,17,24,65
6ZkZ7pSD2mw,3046,3,6,2
ysayxiQVvnU,131371,93,7061,1654
i0-0xRSTW9I,184617,284,3441,657
F5AyNaECXvo,4483236,35272,76814,23177
IrPW-0BZUaA,150203,102,5580,181
csOyr7LpePM,65643,29,980,90
qjKT7ESsnr8,48441,54,354,47
-z0WMKGJTVM,275883,302,864,323
ilGhJmfxi30,8145,3,507,23
ncHhjUllA7s,561430,500,7983,634
36mrZT2rMss,3441,7,176,26
IPJruJbmjD8,91785,47,351,160
-3b2Fov6iQY,20534,22,570,58
c8W-auqg024,7349435,7966,209009,28835
6z5-quYRt3M,4465,31,224,26
0Mey1EuzltE,20181,39,964,330
64UdOcYfCnA,18749,214,380,118
w_nhmQUryMA,8855,58,1055,104
V_a5R9rWS_Q,961601,40996,107837,15771
caEsJ8pCa5Y,18662,83,23,81
9JlccnQBjT8,10444,15,71,15
WOFRkb_WUDA,94034,42,237,9
rDjpYBBZyiw,156667,570,18051,1201
gywO9DRFmvc,16700,36,64,47
xvmTr6S00Aw,3702093,4914,264850,34125
uetTgw3r1FE,85273,225,4548,434
njHxApeeonY,1137294,581,15262,1038
iNF0Zoo_9FI,84521,80,2286,523
nE7wCyvCXS8,118597,159,6121,2328
mSPnq_0jMqE,65764,14,660,40
W7sWoutBAOU,32056,29,270,62
kP3xrSPYi-0,931770,412,27082,5966
qS84LbrpWpw,19084,20,3640,110
k_J-XmWn39Y,215872,321,33194,1231
Xz66QlXXYyw,19628,99,422,223
0vV36TV0oms,5244367,18253,286966,14648
I9aOttdqoOU,385649,219,22843,4629
JRxE9CHqlac,8369,6,14,42
qWfnV7iapbY,160732,41,636,52
MD1gDOeegX0,687088,160,2217,962
uQCV9dlTgrU,7915,14,574,138
Qt234DrX86s,374532,407,3544,776
VdIc9JKv1Mk,136555,43,1725,659
BFdIK20wHb0,1111386,3976,46114,5970
MAjNv_F8NTw,17413,6,102,6
0jKeBSD6qug,4497,4,125,16
H9r6ewr1M4c,3760,1,180,8
WmQR7X9SdeU,26921,431,204,322
riP5saJgAF4,141496,116,851,86
qylgzFWRg7U,122031,67,5903,1217
fCbcV-i4ZGQ,48585,55,284,81
LB86WK96S4E,86234,38,934,408
6wYKLYwUowc,5803,1,15,0
gxW9QpYrSWw,37348,33,166,25
Z2T4cyRUoTc,116007,22,337,369
K64QIBiRXys,5861,11,257,192
46rOzctIXX8,33166,7,896,42
Ny47EQq0ZKQ,7972,5,769,82
eRKfKvRtwGc,63730,50,2488,121
Icc9ei03FT0,57244,234,3085,7
x_viaHeJRiA,245513,131,2590,293
CAUc1wKUZY8,7038,25,683,70
SN4O3Ef8KVA,12289,21,904,179
nCMGU846iTI,448169,156,11239,1207
LiXQFixzqJ4,33459,7,634,117
gRNuiwjlFZg,369714,166,6109,284
K0FyST0qSLE,5455,5,70,5
HQYl0PBFI3M,98402,93,1665,118
4J6nXv0zCwc,139847,149,1239,197
8FaEylcEAik,95944,45,523,158
f6YOk5M-6JE,168793,118,5049,199
qeygNyLHAcg,35782,59,2289,113
ZB7_1CoKntI,2910915,1278,195530,12583
J6aur8Jl4us,20638,25,66,9
DYNZb7fcQKI,5672,8,137,18
uUoDuEUO3lA,5967,9,22,123
DBwBgD0fowM,353371,180,3030,669
dqkEniTFTH0,163538,21,483,127
LtuYuhC1XqU,61154,32,6864,996
EuGsWCOhcqE,21114,19,163,72
xp0m08eOD5U,342386,357,9578,478
bzTo8KDw2xY,483856,351,10344,1311
UEzH_EIOzo8,37866,35,215,242
lzuWvKn80V8,267038,446,24048,1640
vRYGnP8NdVA,213361,279,19544,1247
jfPJ9U2kQh0,71351,96,2206,121
YzDhoAoKulo,268714,244,2578,797
uCBZBdeghjk,2225,3,189,32
adTPcE3m8uU,88488,137,8250,658
olaZg39M-qY,126199,121,800,982
LV5MQC09Sck,27500,26,2475,66
XQb0OASS4B0,249440,201,2819,393
vABhJC3H8UY,4493,4,138,14
X0L-CPVYads,2076,0,132,15
WPLmw2stY4k,243865,772,11146,2487
fDSWp19J91E,4763,0,77,7
BWgnNWLFlWM,19402,20,64,42
rl7xh0V_4dU,5347,2,95,12
ztESwYvaIhQ,413621,425,21820,341
ow_gKyTfgjI,49705,51,1772,83
hQU_pgyCL6k,2828640,2497,113765,3894
Lgyf8F6FHPk,725658,6226,85380,9208
8f9I1effA58,150581,191,6067,525
quXt3MBO3YY,13429,5,4,7
HpFsfifoSaQ,9398,2,53,2
a5jtVBAZoiQ,81728,0,0,53
R46Ie1vENKA,190140,50,2049,465
sUUzvE236_0,137684,65,8982,589
eXcwJ3EDahw,1668748,1554,67897,7060
tJtl7DJA3yg,1454531,4197,291492,36169
X9U4hBXox78,523537,1942,29650,1192
MYerXcr2POQ,68925,9,488,183
PwINzbazvV0,4793,14,88,39
nCTb-PFnzYI,9917,7,295,49
xZNBFcwd7zc,21172465,6623,374690,19876
P-az-fx1C7I,25226,15,222,41
_6eGhCetjBQ,440086,469,3415,3312
UqSsQO_JfPM,2343734,1729,14586,4495
iN7Dq5Eni-o,3126,1,250,81
nCXZ0bZ7zuI,10030,18,507,63
L52OB-sG2fI,6153,5,401,60
hGHrvtcb_9o,70935,73,4031,807
FkKFhkZ0qVQ,61001,69,3106,746
GdCiVyJcGIk,20170,18,872,150
QNzzJzdgUto,3368971,827,35801,2098
txMGMbM3y9c,20329,22,290,178
tySwY8qXwbQ,56197,214,1138,213
mEKtIObpVb0,9057,0,0,43
c0DHCtEIBGU,1132338,575,62693,9193
pvOojgO9vsw,99869,540,466,115
5L_o1hwQhRM,538615,211,19769,2486
IEqj7xR9iOU,30739,31,705,50
b_v5EUYdttQ,13483,9,56,4
eQHRRmeudkE,231613,236,13557,2608
f1fXCRtSUWU,1421026,952,23213,1980
yPpgp0jGw3o,42646,12,1634,27
E9WVV0J1qJU,22099,106,20,6
_e34vV_faKg,219116,65,2781,928
l8B5dqjsZUs,326871,11793,970,5071
FygrL4kJC_4,147718,194,630,834
MWWTkgZ5ZwM,5162,10,220,24
f1k7FAIVt-Q,20155,13,179,17
KYuYayw_56g,17879,25,2558,216
ajBJamgZ2nc,114518,43,1721,141
IS2t3Meeivs,252845,197,1900,258
fI0yvJVeMe4,640811,903,47030,2843
HaNg1Qxv1Dk,89185,104,215,264
69SJ2cxrvCA,9921,0,0,76
XggIxcU3ktE,4652,20,372,203
SbsW2Q320BA,61779,18,187,6
7Si_iXvnYng,3788,13,297,190
-G0UMYAyfBE,34501,10,1296,163
GvQCFW6vxiI,653467,1034,20445,1245
Ht_NeGSJIXM,2605564,2364,11453,3478
yIxcz_MzZNY,3897,13,159,41
qnL6ik34JkA,4732,15,321,142
shZvsBr0tdI,330957,595,4607,364
A0sM0oPp5mk,23795,7,1162,72
acllEsTUYAU,4367075,3231,15997,2878
M5Qly-VQfbo,1478438,1600,16945,2408
EuynYC4YuOk,5302,1,79,0
NQpr8MgYEek,169311,570,18701,1006
Kx90AspFmEA,153749,177,4548,246
ZQc34LzQeZ8,5098736,4118,246236,26876
PO1PUalIA1s,76414,520,9489,656
bqIVwa9VFDM,335365,234,12576,927
nsZvmFUXkrI,7070175,11958,286050,29365
zD3FfY7HJ8s,115243,113,4547,353
WPUGNrQx4nk,335507,242,364,180
umHda4Z4yKU,143752,955,5017,993
0RZAs-b-gUs,244604,264,1494,368
zi_6oaQyckM,8903489,19952,371240,22822
Wj0ocxXhxFk,3717,4,12,9
ERGEIycGd3A,4310,0,0,4
R6fvogw6nwY,86203,70,3626,359
J_6p_KAfxxA,842348,668,6544,2496
Efvb2mWPWQc,170079,136,269,30
U0W_rpvm3Ys,579189,492,6045,1608
lWr7Y2Gk4BM,93247,91,3632,885
ESlgX3RDC-k,8170,17,19,50
-nKGlcEskBs,31973,15,3679,228
h6Yx7IIl8iY,24374813,10803,276096,14657
qR2s86a6aJ4,86063,98,607,495
UgolB_YLQGs,196052,195,5088,306
0mKnK2n4Bkk,56222,63,255,57
nmnQNiZFDek,142972,152,3705,1048
gPhQ4jgWN1g,222037,394,1196,160
EB98i-dtnEk,225763,94,419,539
Apa5kk44T30,4583,3,34,21
gyK8CJ9x78s,397508,466,3230,256
WSoXqAopMZc,7559,2,1486,162
f58wc8yMyl0,97862,39,235,21
UGml5yDhknE,786807,2417,14601,14
ahAnbeyxlic,81267,71,782,213
UR17bIJ--2E,25827,19,207,42
22y0fVt-lAE,54161,43,6835,542
LnbLLJZFuYk,4642,1,169,4
zcnME9hu6fA,167918,65,1113,227
tFpAuZng2bw,4139,4,276,27
4JfBw2AbjMs,479988,0,0,22147
J31InWlZwJM,104593,125,467,339
dHBF3K-8u7g,139903,35,606,103
QZL2NrrhjHY,4720264,3219,137570,3541
EQcihdP8Rto,88610,60,295,33
oj9ashz8gv0,23946,33,150,30
XypDWJ2jepU,499419,1418,4987,2672
5Hif1aWsruY,1389308,460,21670,2905
EVCnQ0HDceE,59443,42,4207,920
59QDiYe1ml8,65671,179,8746,516
WxAxIy1DzXE,816096,5292,9243,0
bgcDsJRa0C4,11005,8,1393,84
6D6de78EqJ4,10640,2,66,9
1h4W3G9UZ5E,453490,913,43399,3012
nh-Ksb0pvh4,615789,1092,43570,4595
ulDaGvYPKI0,5277,9,438,202
rC3zourh1P0,152399,127,22461,1684
1SRUFa3zE8U,94534,397,4872,390
CeT0KMWgPcw,6112,8,134,15
O4rAMou-b0g,1467400,1263,11438,2923
pbjn_RpvmUg,144647,169,1923,1877
clTYQeY-vU4,336882,512,13243,2544
SgZcMasAhrQ,6576,9,229,32
8VMnfcIcoD8,27649,63,496,240
m2-NC6Rvru4,609176,281,19204,2186
AfXMr6xUolQ,4275,1,22,4
I7oN7C8LygM,2289,0,17,2
CZnOSJVHHEQ,12400,15,1245,83
ah_u9Yzyilk,165434,202,4281,2135
-KiixmkV22g,5979,9,220,43
DpqwiUcLDms,9127,5,1137,164
VaAhIMAAcqM,6508,0,163,13
O3IJCCeNMVg,3410,8,110,17
i1ilAT81z-o,23963,5,620,40
sJvHChz-1Gc,41723,96,1364,151
eWGs0jLlYqA,1606,3,114,2
g8isA2m0n_M,157388,18,1127,32
9ITXAvXz2k8,6035,10,433,102
WBUllNbqWU4,124016,790,9338,848
S6Zc68SmSgA,106765,147,2347,492
p-1B1oFl3GY,40594,63,161,75
XCizvRIBi2U,27576,22,394,200
mFKUThh26oU,393987,391,20180,389
HryAL5-DqQ8,18874,29,1646,310
otWOrLZkhV8,72752,39,314,176
gki23QL3TlI,126547,608,4214,1476
jWzzgnr4yhQ,3357,7,128,44
HULQNeoBEko,18388,10,66,14
dZLoDi2mb_0,15565,11,1885,375
ZDMgHk2DjoQ,134067,118,3805,514
2TXtq8LgIpg,260472,248,2437,332
EudArMNjbP0,54360,145,3176,389
n0h0q0zmYHY,528130,347,4618,764
UjnNn62Eo5g,6166,6,93,8
_QO4zXwwpS8,72266,132,1836,128
xwTT8UJvHI8,175800,198,15207,1155
4L-BPQVZYXM,1543548,1296,54190,5941
h1S2RT6uRrg,5261,9,451,53
kCkuuzDOKwE,1478168,1213,18599,1685
_HZTEOSAgUE,45826,92,1133,91
6vb5k6LEyZg,485328,105,14177,6782
apWepYdSkNY,6683,8,44,6
b7WFHqSCo34,5082,5,142,9
M1dS3Hl3Jzc,86581,205,706,1164
rdeQT7KkqM8,4740173,4546,101526,9240
NT4PgZAmX2M,29170,22,676,134
m6YqJoPtRn8,2739,1,55,7
ZQRhUQm9TPQ,34081,29,65,55
UabaEFySLuw,7398,19,138,11
s8mEXQXqA7Q,34803,40,1599,104
sNue9fiqUzk,48472,118,133,36
YA1Z0NhqTHw,353601,274,12215,912
s32C3KAi0Nc,56370,331,277,1005
k1b8ovAKtv0,5860,7,828,89
co6adG0P2PE,101554,113,3007,588
ph6T4AxRZV8,31840,48,1590,94
7Eck_-ow-TU,24621,31,153,184
E5tMOQHvC4M,131992,78,2352,727
CLJxwpb9Fg4,4325,5,347,22
C7W8f9qSC3E,311880,1330,36015,1596
vuWAA1_OIY0,37345,133,47,38
nHh9c7mAoYk,3909,3,167,43
jn-aV1pCzN0,207359,113,11836,1805
R7UPth2VLEg,71919,362,6552,1187
rz6-sdiGad8,2139,0,13,10
wxFc0zNUbgo,77412,192,4725,731
gK5Fd8eT-iY,74622,79,1242,325
Er5jqmjaoo0,117316,23,9669,890
2urX1QwMgNI,40916,1,227,27
kghUK3dwPYU,274675,214,9976,1188
YUqZqcIUY7c,3178,4,74,13
7ZWqZ9VM3K8,18637,18,319,75
L3bwhe9PKOU,3112,4,16,2
JcO8Ffui2mg,73456,127,5623,926
-K9ZXXVslLQ,5741,0,0,0
3o4MDP3563A,476726,274,12210,1775
Yo0TDE4lv3g,4823,6,232,22
OPi9nTE70aA,746745,836,1400,527
GxWL0N6aT5E,187766,205,2043,236
eMB2GzidIUU,227365,44,1296,74
oXjauekNaD4,134398,146,9970,972
0z44Bup9NxE,37631,32,661,102
R71Cq4jreLQ,3756,1,352,34
tpDK8yiwZNA,1325148,586,18558,2421
tC09BsZqFGs,41061,31,1911,110
W2i-eOp0qSQ,81790,95,677,695
WzS741vtoqc,60686,150,5135,382
Gzy_nCkn88U,2695414,2849,79708,10175
FU4nR3amLSY,59816,24,348,32
1x_5E3gquFo,168312,1043,950,274
GxS73Fuha24,299988,198,21312,1070
Wiq7z_HS5DY,15870,41,910,80
Gymxw4HI-6w,188928,88,1541,968
_gALs1IycP0,5837,11,287,22
eo53TL8P2Cc,331408,290,16708,1077
1JXq9779zwU,295571,159,12520,907
szIVVCazGoQ,223058,98,12451,218
JsL1-Ij9sfA,274120,174,8027,982
QQtfmGQXdLI,4936,1,80,10
Cr0-AKa7IKc,130129,420,8271,2602
U21Ld9rHNvM,4524,2,241,64
lulhwcLV65w,5883,23,279,35
QM13bCl1EtE,90373,36,852,23
x4kxbHIzuWM,708973,576,14131,498
KBJtX1Gvw_A,4788,6,368,14
It2yRDsLQas,6380,7,214,27
Mtcv4Gus1rw,22278,7,204,34
sqPf-QFFtlI,55045,5,110,124
Jz50eTT6y8g,4596335,6319,253042,28856
loZjOD0ud0M,116948,126,2197,588
I4XfROTq9Dw,7920,6,497,162
qmYcbgJBv7s,100812,115,791,68
OsqgzcMFcno,1000381,771,83667,2702
iosyz-hULLY,181960,147,3342,528
10dtINmcXQg,5805,12,490,163
4XIJtq2NN90,31765,36,94,51
2XXp396CHZE,33676,101,841,101
lqJbw2pWZLk,721888,914,45981,4074
vyLJYPOEuts,13568,6,206,27
C6Ajp-6Qmkc,53098,67,608,187
PKwCawXl6Yk,126982,39,2419,85
uaX9IuPrg_M,424444,354,3652,716
uz7DycAvLtU,2568372,2417,26915,2486
Bja0mPXv0rM,1024711,343,5830,283
8JfMdhrbehY,1043209,971,47105,3086
4MtAl7F6xio,51808,37,256,226
9nYUc74f26I,31764,22,453,168
v1HDWJ3P75E,66148,190,4932,736
VqPFSx1JJ0c,10812,14,316,34
TxpPUBuEcso,119536,77,2220,300
LPHt4dzHnV0,15501,8,362,57
q_Y0RLe9TVc,262441,162,1510,101
X8-7dDu7MP8,17415,199,28,11
ie9L2fJn40k,241578,143,4674,215
S8sLd4ozjVQ,4609,5,358,29
FCdvOAcbK4s,138240,41,2037,50
gKZUjlsjG_U,249202,526,6944,827
UZwHjcSKXHw,39422,0,0,0
UfhcxWu2cM4,138457,94,903,128
HLcej9tO4HY,13890,8,1094,208
QInpdmG3ufo,31971,0,0,108
lmLcejtnebA,320622,263,32089,51882
doFpACkiZ2Q,135325,467,1472,395
r8gcsBAMZ2E,3704,1,60,4
JqIkzS2wSz8,120806,37,4153,502
P9S_6plLltM,4108,4,373,65
mBTYSW4ndAM,11715,5,609,28
ZewP3n8gKWM,30558,63,2369,582
Q6olJsNjiro,9618,4,122,83
xduJEGpcwqc,249200,172,9788,1220
r14T0ADHiUM,347479,654,2906,360
g_WBVi-bu9Q,318557,71,586,75
V819vqhnkuk,1697019,1550,10767,0
C0GIrBfJucY,132596,298,6162,207
h-pPn3nHyHA,142667,110,8842,172
661XxYLagDQ,7088,6,397,130
0pxzlX6UFbo,15483,2,85,7
K-eGzUBBDcM,72933,79,5522,512
V1rt0t21vQw,283720,118,2863,293
vUTI4bPdlgE,33102262,36357,635119,48976
RHhQ01yFpgc,3092,43,174,93
moOJgTl3DLs,203652,205,3146,1065
1CULcPBvPHo,90552,123,1628,466
fZB-ptAnoQc,385615,607,41173,1192
hM_BYbi3vPI,119814,97,3082,359
6mf50o-dB5A,6541,4,27,2
IVkTqtsXWtQ,1322886,1126,30409,5368
ms8UK7e6H9o,480314,4123,22317,1362
uXT5UDRS9-c,1419189,227,5989,715
V4TZ38_LqFc,42067,31,157,124
A_f7GHjLN9Y,66041,77,377,69
m0L8E6SaTrE,250271,127,3592,882
6157PzJG8Xk,87312,38,4448,1049
Dr0XqqwbIY8,96846,78,284,64
LyqUqZ0TbrY,396391,373,22254,1280
EQKGikbbF84,17187,7,864,59
OxN0qnqaYx0,58116,12,1585,89
uO6V1ZDcE5o,202975,236,13807,968
ll-ecSdWNik,14342,17,108,8
PFgHuzCHCyY,50769,80,3943,339
OnDQUh59Jso,621374,805,31682,3429
lfN3wZDaiv4,6389668,19174,394968,40755
t-qcYZ3SGFs,6892,9,803,0
_Dkih7bQ4g0,10032,24,18,43
G6dUxLxSrDo,120931,58,9445,604
dHP-bN5r5ZM,5711,13,154,24
9WXFMIIL854,69364,43,952,192
CuEdsIrjYDk,12255,31,1252,65
O4-j4kwtu9Y,771612,158,20890,2406
zqy5jFJ9xAM,193246,215,2607,1693
QMF7XZgEknE,251984,281,1704,120
vnN9sgDzgTk,123155,40,344,57
QvIp476661o,4462,2,34,1
718Zxh3xC04,634156,1499,13850,714
Jm9FAWx8bGQ,187913,78,9376,295
RvF7VRa4pZA,356139,113,10635,1230
szPSO16o2yA,3943,7,229,17
hgti4kmocyU,2062630,1434,6229,543
JU3WyhOoli4,49180,184,4500,840
UE4QbCIVKhY,412365,812,30136,3081
QZAgvRe5868,3132,1,166,0
B73BzWl9SSM,33960,22,236,88
h87fBZQG8T0,16315,59,1403,1227
6dR0kex7UGE,171459,188,7719,907
1y17kE-Y1mo,1005687,1014,8439,1610
HQojvhHfdZo,108971,72,881,416
Mr23F4wWLFM,2507,17,188,41
q5kkoBYJqhY,674765,2426,47082,2180
tY7qrj32ri0,432129,176,16169,1146
JXVLnA64Vno,58435,13,564,0
2nEvHeEUnVE,155969,5,386,34
3xnLZ9HU0UE,628050,2278,59621,7786
S6LAhUDLco4,8566,3,153,18
w3JWNPcspoM,82810,35,2585,483
AJNebRyg93w,29269,28,453,38
I-4T7jqccOI,10469,19,334,18
gj3DMYsY7XU,115401,127,741,259
W2ENpX-xwiI,4680,14,216,38
ov7SCivAo5A,77476,68,712,542
n74KQ0fun84,10450,24,206,133
rjLVCpE3kuw,3945913,802,21159,2894
Cx1B3dUl724,68443,47,2600,261
lkz1cC_b0_0,17643,0,0,4
mp3XKULF3CU,144437,37,1053,127
B0ry4CFZwfQ,370532,4363,34720,4744
MS7mI41rvdE,23405,125,246,29
5qjU_wPyv4E,535232,417,18453,1185
QkcGwy8Ldxk,419916,126,1799,95
uNe4Pk60tMY,16727,21,52,23
JM3bctZUBgo,123111,480,11923,1562
atymeurvyAc,132285,76,9648,671
MzbazqVQSf0,2821,3,128,15
9OmSGgZlIK8,166619,49,4679,433
CPmG9KvFqr8,24932,49,105,65
hF6Wds75rjg,940204,1148,88961,6526
1FZx3mT9Xs8,54529,49,1383,250
dXZCJyTe1qs,358061,442,30170,1145
FGt3bT0EViU,7531,13,392,40
C6SZa5U8sIg,10083696,18357,430160,31889
IBKqTJUcmgU,436739,388,25774,2473
